Name,ID,English name,Region,Building type,Categories,Activities,Features,Architect(s),Builder,Century,Year built,Rebuilt year,Architectural style,Wikipedia link,Website,Instagram,Map link,Latitude,Longitude,WP Post ID
Munkedals herrgård,munkedals-herrgard,Munkedal Manor,Bohuslän,Manor,Food & Drink|Accommodation,,,,Herman Julius Nordberg,19th Century,1823,,,,https://www.munkedalsherrgard.se/,,https://maps.app.goo.gl/adHtaGn4RxCTwgyE8,58.4843936821002,11.698540505804678,
Myrö slott,myro-slott,Myrö Manor,Närke,Manor,Weddings,,,Carl Johan Cronstedt; Lars Israel Wahlman (interior modernization),Pehr Kalling,18th Century,1770,1902,Rococo,https://sv.wikipedia.org/wiki/Myrö,https://myro.se/,,https://maps.app.goo.gl/GcRPMkHLmpVxEgsPA,59.30071151338047,15.297147605833395,
Mårbacka,marbacka,Mårbacka Manor,Värmland,Manor,History & Culture,,,Isak Gustaf Clason (rebuild),Selma Lagerlöf,20th Century,1793,1921,Baroque,https://sv.wikipedia.org/wiki/Mårbacka,http://www.marbacka.com/,,https://maps.app.goo.gl/Tu93FD8KHiwvFfVP6,59.78163781477387,13.235597681291,
Mälby säteri,malby-sateri,Mälby Manor,Södermanland,Manor,Accommodation,,,Design input from Carl August Ehrensvärd (remodel),Gustav Horn; later Johan Gustaf von Carlsson,18th Century,1650,1780,Gustavian,"https://sv.wikipedia.org/wiki/Mälby,_Gnesta",https://www.malbysateri.se/,,https://maps.app.goo.gl/y9GJT13skhbY7ba39,59.006370349027755,17.341177330536222,
Mälsåkers slott,malsakers-slott,Mälsåker Manor,Södermanland,Manor,Weddings|History & Culture,,,Nicodemus Tessin d.ä.,,17th Century,1608,1672,Baroque,https://sv.wikipedia.org/wiki/Mälsåker,http://malsaker.nu/,,https://maps.app.goo.gl/SFkUTWKNYHgqe3bx9,59.38406686259184,17.306831569137415,
Möckelsnäs herrgård,mockelsnas-herrgard,Möckelsnäs Manor,Småland,Manor,Food & Drink|Weddings|Accommodation,,,,Carl Eduard von Horn,20th Century,1600,1906,,,https://www.destinationmockelsnas.se/,,https://maps.app.goo.gl/LbDcXAnAdKDMHstR8,56.61366973951629,14.157322809439888,
Noors slott,noors-slott,Noor Manor,Uppland,Manor,Food & Drink|Weddings|Accommodation,,,Possibly Jean de la Vallée (rebuild),Nils Gyldenstolpe,17th Century,1689,,Baroque,https://sv.wikipedia.org/wiki/Noors_slott,https://noorsslott.se/,,https://maps.app.goo.gl/yWR6KWgKF41KvSxq9,59.71653177601279,17.82164803784204,
Norrfly herrgård,norrfly-herrgard,Norrfly Manor,Hälsingland,Manor,Food & Drink|Accommodation,,,,Hanebo parish,20th Century,1907,,,,https://www.norrflyherrgard.se/,,https://maps.app.goo.gl/QQkfi5z6C44stmGL9,61.25716180246118,16.536669592015695,
Nya slottet Bjärka-Säby,nya-slottet-bjarka-saby,Nya Bjärka-Säby Manor,Östergötland,Manor,Weddings,,,"Fredrik Magnus Piper; Agi Lindegren (rebuild, with tower)",Germund Ludvig Cederhielm,19th Century,1791,1894,Baroque,https://sv.wikipedia.org/wiki/Bjärka-Säby_slott,http://nyaslottet.se/,,https://maps.app.goo.gl/v4urPGUe8Sy8QuJ76,58.27069586734514,15.739550116434758,
Nyckelviken,nyckelviken,Nyckelviken Manor,Södermanland,Manor,Food & Drink|Weddings,,,,"Herman Petersen, director of the Swedish East India Company",18th Century,1740,,,https://sv.wikipedia.org/wiki/Stora_Nyckelviken,https://www.nyckelvikensherrgard.se/,,https://maps.app.goo.gl/HCGtosuFGigTXe529,59.32273691007595,18.19069658646504,
Nygårds herrgård,nygards-herrgard,Nygård Manor,Småland,Manor,Accommodation,,,Probably Knut Malte Forsberg,Ulfsparre family (built as a wedding gift for their son),19th Century,1858,,,,http://nygardsherrgard.com/,,https://maps.app.goo.gl/5BeEoHDrUkPU3zuFA,57.60087439111431,18.227516057617827,
Nyköpingshus,nykopingshus,Nyköpingshus Castle,Småland,Castle,Food & Drink,,,Christoffer Pahr; Herkules (Hercules) Mida,,16th Century,1200,1573,Renaissance,https://sv.wikipedia.org/wiki/Nyköpingshus,https://nykopingshus.nu/,,https://maps.app.goo.gl/mDhjnaoAZwp9bnaM8,58.74897793040047,17.011121726771574,
Nynäs slott,nynas-slott,Nynäs Manor,Södermanland,Manor,Food & Drink|Sports & Recreation|History & Culture,,,,Erik Karlsson Gyllenstierna; later Johan August Gripenstedt,19th Century,1650,1860,,https://sv.wikipedia.org/wiki/Nynäs_slott,https://www.nynasslott.se,,https://maps.app.goo.gl/gkemPNjRLzaLgxqC8,58.8080063964073,17.36689108577795,
Näsby slott,nasby-slott,Näsby Manor,Uppland,Manor,Food & Drink|Weddings|Accommodation|Spa & Wellness,,,"Nicodemus Tessin d.ä.; Erik Josephson (faithful rebuild after fire, to Tessin's original exterior plans)",Peder Larsson Sparre; later Carl Robert Lamm,17th Century,1665,1902,Baroque,https://sv.wikipedia.org/wiki/Näsby_slott,https://www.nasbyslott.se/,,https://maps.app.goo.gl/SZtoSGAWoorrMVwBA,59.424278814950874,18.086631334745356,
Nääs slott,naas-slott,Nääs Manor,Västergötland,Manor,Food & Drink|History & Culture,,,"Adrian Crispin Peterson (renovation, gave the facade its decor)",August Abrahamson,19th Century,1630,1868,Neo-Renaissance,https://sv.wikipedia.org/wiki/Nääs_slott,https://www.naas.se,,https://maps.app.goo.gl/EHtfJv97jZUXUYKQ9,57.81644028997655,12.401259186425964,
Olshammarsgården,olshammarsgarden,Olshammar Manor,Närke,Manor,History & Culture,,,,"Carl Rüttersköld, grandfather of Verner von Heidenstam",19th Century,1822,,,https://sv.wikipedia.org/wiki/Olshammarsgården,https://www.olshammarsgarden.com/,,https://maps.app.goo.gl/miQNnMwBH3mCMKE47,58.758896099426394,14.803443134735872,
Arvsfurstens palats,arvsfurstens-palats,Palace of the Hereditary Prince Palace,Uppland,Palace,History & Culture,Sightseeing,,Erik Palmstedt (rebuild),Lennart Torstensson; later Princess Sophia Albertina,18th Century,1647,1783,Gustavian,https://sv.wikipedia.org/wiki/Arvfurstens_palats,https://www.sfv.se/vara-fastigheter/sok/sverige/stockholms-lan/regeringsbyggnader/arvfurstens-palats/,,https://maps.app.goo.gl/ppDgyqhPmYQn8Bwo7,59.32931394706672,18.067690986198183,
Penningby slott,penningby-slott,Penningby Manor,Uppland,Manor,History & Culture,Guided Tours,,,Lars Turesson Tre Rosor,16th Century,1466,1543,Renaissance,https://sv.wikipedia.org/wiki/Penningby,https://www.biljettkiosken.se/penningby-slott,,https://maps.app.goo.gl/mCrSW9tDMfyreKaV8,59.68163009836459,18.67268858449985,
Pålsjö slott,palsjo-slott,Pålsjö Manor,Skåne,Manor,History & Culture,Sightseeing,,"Christian Abraham(s) (remodel, gave the tower its current form)",Magnus Paulin,17th Century,1676,1873,,https://sv.wikipedia.org/wiki/Pålsjö_slott,,,https://maps.app.goo.gl/QE9mtVu32oxK3pNAA,56.06916514833479,12.680709141435843,
Ragnhildsholmens borgruin,ragnhildsholmens-borgruin,Ragnhildsholmen Castle Ruin,Bohuslän,Ruin,History & Culture,Sightseeing,,,"Håkon Håkonsson, Norwegian king",13th Century,1250,,,https://sv.wikipedia.org/wiki/Ragnhildsholmen,https://www.sfv.se/vara-fastigheter/sverige/vastra-gotalands-lan/ragnhildsholmens-borgruin,,https://maps.app.goo.gl/4sHJuffN1U6hgjEv8,57.84515990381536,11.93986421322606,
Rankhyttans herrgård,rankhyttans-herrgard,Rankhyttan Manor,Dalarna,Manor,Weddings|Accommodation,,,,,19th Century,1813,,,https://sv.wikipedia.org/wiki/Rankhyttan,https://www.rankhyttan.se/,,https://maps.app.goo.gl/mXQ8qi6zSTCGjyMT9,60.47558851168322,15.720584071072079,
Reutersbergs säteri,reutersbergs-sateri,Reutersberg Manor,Västergötland,Manor,Sports & Recreation,,,,,19th Century,1800,,,,https://reutersberg.com/,,https://maps.app.goo.gl/2PyxXue8z19hdyRm9,57.598376504879695,13.410401928752824,
Ribbingsfors herrgård,ribbingsfors-herrgard,Ribbingsfors Manor,Västergötland,Manor,Sports & Recreation,,,,Bo Ribbing,18th Century,1700,,Baroque,https://sv.wikipedia.org/wiki/Ribbingsfors,https://www.ribbingsforsherrgard.se/,,https://maps.app.goo.gl/WGSt3WwpdugQCCtp8,58.96504762461011,14.121125757602591,
Riddersviks herrgård,riddersviks-herrgard,Riddersvik Manor,Uppland,Manor,Food & Drink|Weddings,,,,Elias von Langenberg d.ä.,18th Century,1762,,Gustavian,https://sv.wikipedia.org/wiki/Riddersvik,https://www.riddersviksherrgard.se,,https://maps.app.goo.gl/EBkiZTn6QpX5KS658,59.379862913987026,17.798186559481397,
Risberg herrgård,risberg-herrgard,Risberg Manor,Värmland,Manor,Sports & Recreation,,,,,19th Century,1800,,,,https://risbergherrgard.se/,,https://maps.app.goo.gl/veRgLzMPrmYbRnMh6,59.995761363884654,13.637303286465041,
Rockelstad slott,rockelstad-slott,Rockelstad Manor,Södermanland,Manor,Weddings,,,Isak Gustaf Clason and Gustaf Lindgren (rebuild); Ivar Tengbom (present appearance),Johan Robert Stuart; later Carl Sylvan; later Eric von Rosen,20th Century,1660,1900,National Romantic,https://sv.wikipedia.org/wiki/Rockelsta,https://www.rockelstad.se/,,https://maps.app.goo.gl/XUiVk8nFmCCxGbok8,59.039134883671245,16.85711299795282,
Roma kungsgård,roma-kungsgard,Roma Manor,Gotland,Manor,History & Culture,,Café,,Governor Johan Didrik Grönhagen,18th Century,1733,,,https://sv.wikipedia.org/wiki/Roma_kungsgård,https://www.romakungsgard.se,,https://maps.app.goo.gl/AaG64dUsZrMhAXrJ6,57.516126128808175,18.458915496009368,
Ronnums herrgård,ronnums-herrgard,Ronnum Manor,Västergötland,Manor,Weddings|Accommodation|Spa & Wellness,,,,,19th Century,1847,,,https://sv.wikipedia.org/wiki/Rånnum,https://ligula.se/collection/ronnums-herrgard/,,https://maps.app.goo.gl/R76BZgiXL4k8wJXE7,58.354778596996034,12.386585684606533,
Rosendals slott (Skåne),rosendals-slott-skane,Rosendal Castle,Skåne,Castle,Accommodation|Food & Drink|Weddings|Conferences & Events|Gardens & Parks,,,Hans van Steenwinckel d.y.,Anders Bille; later Jacob Wilhelm Bennet (east wing),17th Century,1615,1756,Northern Renaissance,"https://sv.wikipedia.org/wiki/Rosendals_slott,_Helsingborg",https://rosendals-slott.com/,,https://maps.app.goo.gl/Nk2uX8Wb8jf6ToGX7,56.09054296735123,12.829858999631494,
Rosendals slott,rosendals-slott,Rosendal Palace,Uppland,Palace,History & Culture,,,Fredrik Blom,,19th Century,1823,,Swedish Empire,https://sv.wikipedia.org/wiki/Rosendals_slott,https://www.kungligaslotten.se/vara-besoksmal/rosendals-slott.html,,https://maps.app.goo.gl/22wzmSZrTPakMQ7y5,59.329021248970406,18.118004328136916,
Rosenfors herrgård,rosenfors-herrgard,Rosenfors Manor,Öland,Manor,Accommodation,,,,Axel Adlersparre,19th Century,1807,,,,http://www.rosenforsherrgard.se/,,https://maps.app.goo.gl/KXUNbD5W4WPjwmW49,56.87215864180211,16.666837511315972,
Rosersbergs slott,rosersbergs-slott,Rosersberg Palace,Uppland,Palace,Food & Drink|Weddings|Accommodation|History & Culture,,,"Possibly Simon de la Vallée (original, unconfirmed); Nicodemus Tessin d.y. (remodel); Jean Eric Rehn (interiors); Gustaf af Sillén (remodel)",,17th Century,1634,1690,Baroque,https://sv.wikipedia.org/wiki/Rosersbergs_slott,https://www.rosersbergsslott.se/,,https://maps.app.goo.gl/4WpoFFvDbFwpQGc6A,59.57442014041486,17.84477010142953,
Rottneros herrgård,rottneros-herrgard,Rottneros Manor,Värmland,Manor,Gardens & Parks,,,Georges von Dardel,Svante Påhlson,20th Century,1930,,Neoclassical,https://sv.wikipedia.org/wiki/Rottneros_herrgård,http://www.rottnerospark.se/,,https://maps.app.goo.gl/nutBwq232PmZY8HS7,59.800887728887425,13.12601356833987,
Kungliga slottet,kungliga-slottet,Royal Palace,Uppland,Palace,History & Culture,,,Nicodemus Tessin d.y.; Carl Hårleman; Carl Gustaf Tessin; Carl Johan Cronstedt; Carl Fredrik Adelcrantz,,18th Century,1697,,Baroque,https://sv.wikipedia.org/wiki/Stockholms_slott,https://www.kungligaslotten.se/vara-besoksmal/kungliga-slottet.html,,https://maps.app.goo.gl/STAB2BzWx6QbLHvz6,59.326919992286726,18.071730126806205,
Ruders egendom,ruders-egendom,Ruder Manor,Västergötland,Manor,Accommodation,,,,,17th Century,1650,,,,https://ruder.se/,,https://maps.app.goo.gl/DsHdfCh61KuM3vC47,58.396793501305694,14.190316846005961,
Rydals herrgård,rydals-herrgard,Rydal Manor,Västergötland,Manor,Food & Drink|Weddings,,,,"Sven Erikson, for Rydahls Manufaktur AB",19th Century,1853,,Neoclassical,,https://www.rydalsherrgard.se/,,https://maps.app.goo.gl/ay3XGzAKL4CRuBqn8,57.55473282931408,12.695006628783787,
Rånäs slott,ranas-slott,Rånäs Manor,Uppland,Manor,Food & Drink|Weddings|Accommodation|Spa & Wellness,,,Per Axel Nyström,Axel Didrik Reuterskiöld,19th Century,1833,,Empire,https://sv.wikipedia.org/wiki/Rånäs_slott,https://www.ranasslott.se,,https://maps.app.goo.gl/vQySZ7AxiviMFGko7,59.79124406226338,18.295647915285876,
Salnecke slott,salnecke-slott,Salnecke Manor,Uppland,Manor,Food & Drink,,Shop|Café|Bistro,,Georg Grissbach,17th Century,1646,,Renaissance,https://sv.wikipedia.org/wiki/Salnecke_slott,,,https://maps.app.goo.gl/CYKJmE54bqGkiRK39,59.73900761081661,17.338204174085632,
Salsta slott,salsta-slott,Salsta Manor,Uppland,Manor,Weddings|Accommodation|History & Culture,,,"Mathias Spihler, with design input from Nicodemus Tessin d.ä. (modeled on Vaux-le-Vicomte)",Nils Bielke d.y.,17th Century,1672,,Baroque,https://sv.wikipedia.org/wiki/Salsta_slott,https://salsta-slott.se/,,https://maps.app.goo.gl/gQrtWwbeDUSmbQtw6,60.045485073002446,17.739813128702377,
Schenströmska herrgården,schenstromska-herrgarden,Schenströmska Manor,Västmanland,Manor,Weddings|Accommodation,,,,Magnus Schenström,18th Century,1762,,,https://sv.wikipedia.org/wiki/Schenströmska_herrgården,https://schenstromska.se/,,https://maps.app.goo.gl/jK3oqFwUzhjo8zxW9,59.78067509896354,16.182328426898373,
Sikfors herrgård,sikfors-herrgard,Sikfors Manor,Närke,Manor,Accommodation,,,,Axel Uggla,19th Century,1849,,,,https://sikforsherrgard.se/,,https://maps.app.goo.gl/12MC9hy3eoK5W73RA,59.80010984414562,14.583261615285368,
Skalltorps säteri,skalltorps-sateri,Skalltorp Manor,Södermanland,Manor,Sports & Recreation,,,,Börje Rosenstråle,17th Century,1640,1780,Baroque,,http://www.skalltorp.se,,https://maps.app.goo.gl/A8CiFx4B2ZgLGiZN8,58.9655929784877,16.07981811527319,
Skansen Kronan,skansen-kronan,Skansen Kronan,Västergötland,Fortress,Weddings,,,Erik Dahlbergh,,17th Century,1687,,,https://sv.wikipedia.org/wiki/Skansen_Kronan,https://www.skansenkronan.se/,,https://maps.app.goo.gl/9Qh5UEWr2kszfY8u8,57.69617623865569,11.955423672921961,
Skarhults slott,skarhults-slott,Skarhult Castle,Skåne,Castle,Sports & Recreation|History & Culture,,,,Torben Jensen Rosensparre; later Steen Rosensparre,16th Century,1500,1562,Renaissance,https://sv.wikipedia.org/wiki/Skarhults_slott,http://www.skarhult.se/,,https://maps.app.goo.gl/S2V4k8spRWhchPFB7,55.80406611254206,13.37219314412905,
Skeppsviks herrgård,skeppsviks-herrgard,Skeppsvik Manor,Västerbotten,Manor,Food & Drink,,,,,18th Century,1770,1849,,,http://www.skeppsvik.se/,,https://maps.app.goo.gl/Vxc1gmZUcE8hmCxD6,63.794353978674835,20.575626690141956,
Skogaholms herrgård,skogaholms-herrgard,Skogaholm Manor,Uppland,Manor,History & Culture,,,,Anders Wennerstedt and Catharina Rosenberg,18th Century,1680,1790,Gustavian,https://sv.wikipedia.org/wiki/Skogaholms_herrgård,https://www.skansen.se/sv/skogaholms-gård-och-köksträdgård-ua,,https://maps.app.goo.gl/FowFKPPPdFdaKxk67,59.32579606546934,18.10475291680726,
Skoklosters slott,skoklosters-slott,Skokloster Castle,Uppland,Castle,History & Culture,,,"Jean de la Vallée (initial design); Nicodemus Tessin d.ä. (revision); probably Caspar Vogel, master builder",,17th Century,1654,,Baroque,https://sv.wikipedia.org/wiki/Skoklosters_slott,https://skoklostersslott.se/sv,,https://maps.app.goo.gl/VhTYJuiHnMauymRT8,59.703258061905615,17.621252357517783,
Skottorps slott,skottorps-slott,Skottorp Manor,Halland,Manor,Sports & Recreation,,,Niclas/Nils Eosander (original manor); Nicodemus Tessin d.ä. (festival hall addition); Carl Fredrik Sundvall (rebuild),,19th Century,1663,1816,Empire,https://sv.wikipedia.org/wiki/Skottorps_slott,https://www.skottorp.com,,https://maps.app.goo.gl/NW9ZgPa9eeGU5sxR8,56.43532066786688,12.987065608650905,
Skytteholm,skytteholm,Skytteholm Manor,Uppland,Manor,Food & Drink|Weddings|Accommodation|Spa & Wellness,,,,Founded by Johan Skytte; completed to its present form by Isidor Fagraeus,20th Century,1631,1918,,"https://sv.wikipedia.org/wiki/Skytteholm,_Ekerö_kommun",https://www.skytteholm.se/,,https://maps.app.goo.gl/znjWLApcn4skuLkBA,59.319765621801054,17.66882838644627,
Skånelaholms slott,skanelaholms,Skånelaholm Manor,Uppland,Manor,History & Culture,,,,Andreas Gyldenklou,17th Century,1639,1891,Dutch Renaissance,https://sv.wikipedia.org/wiki/Skånelaholms_slott,http://www.vitterhetsakad.se/kulturfastigheter/skanelaholms_slott/,,https://maps.app.goo.gl/i79ojLoviHEuWbTv9,59.57844372150036,17.93574942682136,
Skärva herrgård,skarva-herrgard,Skärva Manor,Blekinge,Manor,Weddings|Accommodation,,,Carl August Ehrensvärd,Fredrik Henric af Chapman,18th Century,1786,,Neoclassical,https://sv.wikipedia.org/wiki/Skärva_herrgård,https://skarvaherrgard.com/,,https://maps.app.goo.gl/X5MyDMPsGAeg6sPg8,56.20153522033423,15.572467813426353,
Sofiero,sofiero-slott,Sofiero Palace,Skåne,Palace,Food & Drink|Weddings|History & Culture,,,"Ferdinand Meldahl (original, single-story); Ernst Jacobsson (second story)",,19th Century,1864,1874,Dutch Renaissance,https://sv.wikipedia.org/wiki/Sofiero,https://sofiero.se/,,https://maps.app.goo.gl/FzhWGJ5ZnvjQnYXY9,56.08394195130773,12.660044720533904,
Solliden,sollidens-slott,Solliden Palace,Öland,Palace,Food & Drink|History & Culture,,,Torben Grut,Crown Princess Victoria,20th Century,1903,,Italianate,https://sv.wikipedia.org/wiki/Solliden,https://sollidensslott.se,,https://maps.app.goo.gl/qVSqyorMqMFoti5G6,56.86544056944233,16.634610068987808,
Sonstorps bruk,sonstorps-bruk,Sonstorp Manor,Södermanland,Manor,Sports & Recreation,,,Probably Carl Johan Cronstedt,"Begun for Nils Palmstierna, completed for Olof Burenstam",18th Century,1756,1792,Gustavian,https://sv.wikipedia.org/wiki/Sonstorps_bruk,https://www.sonstorpsbruk.se,,https://maps.app.goo.gl/sbJQhAZBVQuMp1SF9,58.742485893882744,15.625367037802942,
Sparreholms slott,sparreholms-slott,Sparreholm Manor,Södermanland,Manor,History & Culture,,,"Jean Eric Rehn; Carl Fredrik Adelcrantz (wings); Johan August Westerberg (remodel, added the roof cupola and hanging towers)",For Johan Vilhelm Sprengtporten; remodeled for Emil Dickson,19th Century,1759,1890,Gustavian,https://sv.wikipedia.org/wiki/Sparreholms_slott,https://www.sparreholmsslott.com,,https://maps.app.goo.gl/BkbA39afHznEKWVi7,59.08358708556255,16.827235211447093,
Spånhults herrgård,spanhults-herrgard,Spånhult Manor,Småland,Manor,Food & Drink,,,,Home of the Spånberg family for eight generations,17th Century,1650,1800,,,https://spanhult.se/,,https://maps.app.goo.gl/irBxZp4jadKEWxzT7,57.713311283059355,14.130145157615786,
Stabergs herrgård,stabergs-herrgard,Staberg Manor,Dalarna,Manor,History & Culture,,,,Olof Simonsson Nauclerus,17th Century,1671,,Baroque,,https://www.stabergsbergsmansgard.se,,https://maps.app.goo.gl/xngR8NxMpogSNGj6A,60.56244209057333,15.780063438021003,
Stegeborgs slottsruin,stegeborgs-slottsruin,Stegeborg Castle Ruin,Östergötland,Ruin,History & Culture,Sightseeing,,"Hans Fleming, master builder (rebuild)",,16th Century,1200,1580,Renaissance,https://sv.wikipedia.org/wiki/Stegeborg,http://www.stegeborg.se/,,https://maps.app.goo.gl/ymrWcEYKe1yZahfo8,58.44173725199303,16.598344853736542,
Stegeholms slottsruin,stegeholms-slottsruin,Stegeholm Castle Ruin,Småland,Ruin,History & Culture,Sightseeing,,,Duke Albrecht II of Mecklenburg; later Hans Christoff Königsmarck (rebuild),17th Century,1370,1651,https://www.vastervik.com/produkt/stegeholms-slottsruin/,https://sv.wikipedia.org/wiki/Stegeholm,https://www.vastervik.com/produkt/stegeholms-slottsruin/,,https://maps.app.goo.gl/5X7TWerSQVx9vTvs7,57.762744642715475,16.642846342057304,
Steninge slott,steninge-slott,Steninge Manor,Uppland,Manor,Food & Drink,,,Nicodemus Tessin d.y.,,17th Century,1694,,Baroque,https://sv.wikipedia.org/wiki/Steninge_slott,https://steningebruk.se/,,https://maps.app.goo.gl/uUXiuzsJziSGiW1b6,59.60230472148721,17.804320859389808,
Stjernsunds slott,stjernsunds-slott,Stjernsund Manor,Närke,Manor,History & Culture|Food & Drink,Guided Tours,Shop|Café,Carl Fredrik Sundvall,Olof Burenstam,19th Century,1798,,Neoclassical,https://sv.wikipedia.org/wiki/Stjernsunds_slott,http://www.vitterhetsakademien.se/,,https://maps.app.goo.gl/KmNyupp4ZyFEXobo9,58.85158750400575,14.937921906906961,
Stjärnholm,stjarnholm,Stjärnholm Manor,Närke,Manor,Food & Drink|Weddings|History & Culture,,,,Founded by Johan Silfverstierna; stone main building built for the de Besche family,18th Century,1735,,,https://sv.wikipedia.org/wiki/Stjärnholm,https://stjarnholm.se/,,https://maps.app.goo.gl/AqAEqmCkmnH76ppi9,58.6941688568796,17.031893163686274,
Stjärntorp slottsruin,stjarntorp-slottsruin,Stjärntorp Castle Ruin,Östergötland,Ruin,History & Culture,,,Nicodemus Tessin d.ä.,Count Robert Douglas,17th Century,1655,,Baroque,,https://visitlinkoping.se/se-och-gora/stjarnorps-slottsruin/,,https://maps.app.goo.gl/2WRnv1wxJHfdeVvH6,58.5323908857035,15.57823456908638,
Stola herrgård,stola-herrgard,Stola Manor,Västergötland,Manor,History & Culture,,,Carl Hårleman (interiors),Clas Julius Ekeblad d.ä.,18th Century,1713,,Baroque,https://sv.wikipedia.org/wiki/Stola_herrgård,http://www.stola.se/,,https://maps.app.goo.gl/RPTy2ST5Sap4FcKK6,58.59484146190049,13.084037569256205,
Stora Djulö,stora-djulo-herrgard,Stora Djulö Manor,Södermanland,Manor,Food & Drink,,,,Erik von Fitinghoff,18th Century,1720,,Baroque,https://sv.wikipedia.org/wiki/Stora_Djulö,https://storadjulo.se/,,https://maps.app.goo.gl/zaudaMkMteNSxWh3A,58.97169227137569,16.215076086429004,
Stora Sundby slott,stora-sundby-slott,Stora Sundby Manor,Södermanland,Manor,Food & Drink|Sports & Recreation,,,Peter Frederick Robinson,Original stone house for Lars Siggesson Sparre; rebuilt for Carl De Geer; Abraham Nyström,19th Century,1546,1831,Gothic Revival,https://sv.wikipedia.org/wiki/Stora_Sundby_slott,https://storasundby.com/,,https://maps.app.goo.gl/B7hWG42rDTPZRDye9,59.271145225545496,16.1225785980545,
Storebro herrgård,storebro-herrgard,Storebro Manor,Småland,Manor,Accommodation,,,Nils Olsson (master builder),Claes Fries,19th Century,1821,,,https://sv.wikipedia.org/wiki/Storebro_Bruk,https://www.storebroherrgard.se/en/,,https://maps.app.goo.gl/m5cM1FkdqTYkdbh76,57.58713738546074,15.836716188293101,
Strömsholms slott,stromsholms-slott,Strömsholm Manor,Västmanland,Manor,Weddings|History & Culture,,,Nicodemus Tessin d.ä.,,17th Century,1550,1669,Baroque,https://sv.wikipedia.org/wiki/Strömsholms_slott,https://www.kungligaslotten.se/vara-besoksmal/stromsholms-slott/,,https://maps.app.goo.gl/vQBWyQZr1LE5FAYa6,59.52494135270289,16.26990183059459,
Sturehovs slott,sturehovs-slott,Sturehov Manor,Södermanland,Manor,Conferences & Events|Weddings|Food & Drink,,Shop,Carl Fredrik Adelcrantz,Johan Liljencrantz,18th Century,1781,,Gustavian,https://sv.wikipedia.org/wiki/Sturehov,https://www.sturehov.se/luncher-middagar,,https://maps.app.goo.gl/a53dcrDNg7ReqxKG9,59.25778122999464,17.758594828654847,
Sundbyholms slott,sundbyholms-slott,Sundbyholm Manor,Södermanland,Manor,Food & Drink|Weddings|Accommodation|Spa & Wellness,,,Mathias Spihler (modernization),Carl Carlsson Gyllenhielm; later Carl Gabriel Bååt,17th Century,1639,1670,Baroque,https://sv.wikipedia.org/wiki/Sundbyholms_slott,https://sundbyholms-slott.se/,,https://maps.app.goo.gl/EgXk8G5awCLpoDMQA,59.4461190749031,16.6242402864077,
Svaneholms slott,svaneholms-slott,Svaneholm Manor,Skåne,Manor,Food & Drink|Weddings|History & Culture,,,,Mourids Jepsen Sparre; east wing enlarged under Axel Gyllenstierna,16th Century,1530,1700,Renaissance,https://sv.wikipedia.org/wiki/Svaneholms_slott,https://svaneholmsslott.se/,,https://maps.app.goo.gl/uz3qvVnvUvHLGS5J7,55.5009291035586,13.478271272940738,
Svartsjö slott,svartsjo-slott,Svartsjö Castle,Uppland,Castle,History & Culture|Food & Drink,Museum,Shop|Café,Willem Boy (original); Carl Hårleman (rebuild); Carl Fredrik Adelcrantz (wings),,18th Century,1580,1734,Rococo,https://sv.wikipedia.org/wiki/Svartsjö_slott,http://www.svartsjoslott.se/,,https://maps.app.goo.gl/6FS37j4vAkL9eFtd8,59.36285431842421,17.727724253791695,
Svartviks herrgård,svartviks-herrgard,Svartvik Manor,Ångermanland,Manor,Food & Drink|Weddings,,,,Built for the Royal Rapids-Clearing Committee (Strömrensningskommittén),19th Century,1820,,,,https://www.svartviksherrgard.se/,,https://maps.app.goo.gl/cksJb9Wm7dLHqegP6,62.31684805631988,17.371488913418222,
Svindersviks herrgård,svindersviks-herrgard,Svindersvik Manor,Södermanland,Manor,History & Culture,,,Carl Hårleman,Claes Grill,18th Century,1740,,Rococo,https://sv.wikipedia.org/wiki/Svindersvik,https://www.nordiskamuseet.se/slott-gardar/svindersvik,,https://maps.app.goo.gl/JpSLuZRpRvmtpmFGA,59.310335616576246,18.13059138536905,
Såstaholm,sastaholms,Såstaholm Manor,Uppland,Manor,Food & Drink|Accommodation,,,,Max Sievert,20th Century,1903,,Art Nouveau (Jugend),https://sv.wikipedia.org/wiki/Såstaholm,https://www.sastaholm.se/,,https://maps.app.goo.gl/xCF9z4yk2yqXvCLU6,59.48279529845394,18.038283904159236,
Säfstaholms slott,safstaholms-slott,Säfstaholm Manor,Södermanland,Manor,Food & Drink,,,Erik Dahlbergh; later Carl Christoffer Gjörwell d.y. (remodel),Gustaf Larsson Sparre; later Gustaf Trolle-Bonde,17th Century,1666,1815,Neoclassical,https://sv.wikipedia.org/wiki/Sävstaholms_slott,https://safstaholm.se/,,https://maps.app.goo.gl/5XDGd8nizar4gzxFA,59.04632345243195,15.88202914226546,
Sätra bruks herrgård,satra-bruks-herrgard,Sätra Manor,Västergötland,Manor,Accommodation,,,,Built as residence for the ironworks patron,18th Century,1790,,,,https://satrabruk.se/,,https://maps.app.goo.gl/P9DEykUCwra5KLGc7,58.69054501800146,14.349083017139817,
